Row.names	logFC	logCPM	PValue	FDR	func	BINCODE	NAME
PGSC0003DMG400000379	-0.508220923334724	5.49953973778878	0.000161697902963971	0.017486376569066	PERK1_kinase	29.4.1.57	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII
PGSC0003DMG400000584	-0.789759641766754	7.1966477474825	3.58261422692485e-06	0.00132280353298714	Pseudo-response_regulator_5	35.2	not assigned.unknown
PGSC0003DMG400000584	-0.789759641766754	7.1966477474825	3.58261422692485e-06	0.00132280353298714	Pseudo-response_regulator_5	27.3.66	RNA.regulation of transcription.Psudo ARR transcription factor family
PGSC0003DMG400000811	-1.08290251495702	4.37104028697775	8.97334286861135e-07	0.000527102317686657	RAV_transcription_factor	27.3.3	RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family
PGSC0003DMG400001434	-1.07488898083129	5.3016090531042	1.2396495515191e-07	0.000152571344326489	WRKY_transcription_factor-c	27.3.32	RNA.regulation of transcription.WRKY domain transcription factor family
PGSC0003DMG400001649	-2.57084906368913	-1.6637688434446	5.23104172313157e-05	0.00786055258000341	Auxin-induced_SAUR	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated
PGSC0003DMG400001774	-1.9148641645616	1.42706058816855	7.74254947027466e-09	1.81921757826108e-05	Peroxidase	26.12	misc.peroxidases
PGSC0003DMG400001999	-0.816676319660558	2.66500990147884	5.50742667960276e-05	0.0080322149560656	BZIP_protein	27.3.35	RNA.regulation of transcription.bZIP transcription factor family
PGSC0003DMG400002073	-0.95877724438242	1.28148269462532	0.000562343550857949	0.0385407955107622	Nuclear_transport_factor	29.3.1	protein.targeting.nucleus
PGSC0003DMG400002261	-1.02256330925412	2.9593022623238	0.000206816984530848	0.0200201939407652	Conserved_gene_of_unknown_function	35.2	not assigned.unknown
PGSC0003DMG400002526	-0.522265643532589	4.09222429973072	0.000700675641995377	0.0440576463770266	LysM_type_receptor_kinase	29.4.1.57	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII
PGSC0003DMG400002562	-1.03595419931866	3.66703443598221	6.61997092298878e-05	0.00905520112364526	F-box_kelch-repeat_protein	29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
PGSC0003DMG400002620	-0.983631472768575	1.81825945103095	0.000230967365588322	0.0215508394620786	AP2_domain_class_transcription_factor	27.3.3	RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family
PGSC0003DMG400002808	-1.23703049986372	0.727994611758178	0.000249473301586946	0.0228648473504121	DNA_helicase_hus2	28.99	DNA.unspecified
PGSC0003DMG400003102	-0.570694526140251	5.28025308930969	2.29740068518107e-05	0.00436607486096985	L-galactose_dehydrogenase	21.2.1.4	redox.ascorbate and glutathione.ascorbate.L-galactose dehydrogenase
PGSC0003DMG400003615	-0.52391337346466	5.98595350596289	0.000796145809859976	0.046449626640273	Thioredoxin_H-type_2	21.1	redox.thioredoxin
PGSC0003DMG400003626	-1.28811119083025	5.79756839306855	0.000728298758066629	0.044592617167343	Lactoylglutathione_lyase	35.2	not assigned.unknown
PGSC0003DMG400003626	-1.28811119083025	5.79756839306855	0.000728298758066629	0.044592617167343	Lactoylglutathione_lyase	24.2	Biodegradation of Xenobiotics.lactoylglutathione lyase
PGSC0003DMG400004062	-0.611101512564899	7.6650395093396	8.33840219952583e-06	0.00224494107550984	DOF_domain_class_transcription_factor	27.3.8	RNA.regulation of transcription.C2C2(Zn) DOF zinc finger family
PGSC0003DMG400004301	-0.84291566956904	8.47531167729358	0.000119515693188498	0.0139144261538284	Chlorophyll_a_b_binding_protein_type_I	1.1.1.1	PS.lightreaction.photosystem II.LHC-II
