Row.names	logFC	logCPM	PValue	FDR	func	BINCODE	NAME
PGSC0003DMG400000066	1.66749303743883	5.00409472808869	3.58360539929737e-06	0.000437336993376075	Ethylene-responsive_late_embryogenesis	33.2	development.late embryogenesis abundant
PGSC0003DMG400000079	1.19245057202909	11.7461969803558	0.000581451109506	0.0173135776224563	BCL-2-associated_athanogene_6	20.2.1	stress.abiotic.heat
PGSC0003DMG400000128	0.442882533902035	5.64615276966999	0.00108595022879006	0.0265790431944203	Ubiquitin_fusion_protein	29.5.11.1	protein.degradation.ubiquitin.ubiquitin
PGSC0003DMG400000206	0.77915002381206	3.8132386446244	1.30594888195944e-06	0.000220533155005896	Exosome_complex_exonuclease_RRP41	27.1.19	RNA.processing.ribonucleases
PGSC0003DMG400000228	0.617580705562259	3.95437521350083	0.000266036466250557	0.0101565413688507	EMB1703	35.2	not assigned.unknown
PGSC0003DMG400000286	0.544996397134802	5.32114087324344	4.77880763163771e-05	0.00291993054485362	40S_ribosomal_protein_S30	35.2	not assigned.unknown
PGSC0003DMG400000345	0.541017154562419	6.57684316899124	6.23247259749827e-05	0.00362802898096712	60S_ribosomal_protein_L31	29.2.1.2.2.31	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L31
PGSC0003DMG400000409	0.464342387664581	5.79125526406561	0.00146602760829271	0.0331281203669894	RNA_processing_factor_1	29.2.2.50	protein.synthesis.misc ribosomal protein.BRIX
PGSC0003DMG400000444	1.19228495405716	7.94618335016933	0.000666643896614445	0.0189758569954812	Heat_shock_cognate_70_kDa_protein	20.2.1	stress.abiotic.heat
PGSC0003DMG400000478	1.26277950835586	0.754700389210506	0.00199848154787212	0.041289171931497	Pentatricopeptide_repeat-containing_protein	27.3.25	RNA.regulation of transcription.MYB domain transcription factor family
PGSC0003DMG400000478	1.26277950835586	0.754700389210506	0.00199848154787212	0.041289171931497	Pentatricopeptide_repeat-containing_protein	29.4	protein.postranslational modification
PGSC0003DMG400000572	0.760525261850338	6.96182828071586	5.18135071294827e-09	3.52413659281213e-06	Protein_translocase	29.3.2	protein.targeting.mitochondria
PGSC0003DMG400000577	0.362214123496237	5.27375305434229	0.00206302044761803	0.0421175564685116	Band_7_family_protein	35.2	not assigned.unknown
PGSC0003DMG400000579	0.455726979866764	5.83209335723537	0.000260500139174935	0.0100191764838026	Nascent_polypeptide_associated_complex_alpha_subunit	29.2.4	protein.synthesis.elongation
PGSC0003DMG400000654	0.75473138964876	5.16100442910487	8.63713911421695e-08	2.68958430778375e-05	H_ACA_ribonucleoprotein_complex_subunit	29.2.1.1.3.99	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.unknown
PGSC0003DMG400000672	0.8226397177104	5.06427018267105	4.82843381145978e-09	3.37285676462134e-06	PTAC18	35.2	not assigned.unknown
PGSC0003DMG400000918	0.489570755667063	3.92032634375036	0.000976550434645949	0.0248166969897867	Conserved_gene_of_unknown_function	35.2	not assigned.unknown
PGSC0003DMG400000980	0.761884034442504	2.56466979323911	6.55942430584016e-05	0.00376591471920793	Aspartate_carbamoyltransferase	23.1.1.2	nucleotide metabolism.synthesis.pyrimidine.aspartate transcarbamoylase
PGSC0003DMG400000995	0.528774449020603	4.52301945100054	4.79822422142169e-05	0.00292487979308644	Phosphoribosylaminoimidazole_carboxylase	23.1.2.6	nucleotide metabolism.synthesis.purine.AIR carboxylase
PGSC0003DMG400001048	0.662172800907649	2.0488544716499	0.00208052740669715	0.042374555834117	Tryptophan_synthase_beta_subunit	13.1.6.5.5	amino acid metabolism.synthesis.aromatic aa.tryptophan.tryptophan synthase
PGSC0003DMG400001128	0.65103235914455	2.94903010803867	0.00038932643561645	0.0132227740538013	40S_ribosomal_protein_S15	29.2.1.2.1.15	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S15
PGSC0003DMG400001148	0.801968895768823	9.42829366678311	7.67709582267012e-10	1.00946181981305e-06	RuBisCO_large_subunit-binding_protein_subunit_alpha__chloroplastic	29.6	protein.folding
PGSC0003DMG400001191	0.503935136874129	7.61363950437061	0.000113173458871772	0.00560145853972242	Nucleolin	29.2.6	protein.synthesis.ribosomal RNA
PGSC0003DMG400001191	0.503935136874129	7.61363950437061	0.000113173458871772	0.00560145853972242	Nucleolin	27.4	RNA.RNA binding
PGSC0003DMG400001191	0.503935136874129	7.61363950437061	0.000113173458871772	0.00560145853972242	Nucleolin	30.5	signalling.G-proteins
PGSC0003DMG400001310	0.469330493338259	5.1741097062491	0.00245231180147342	0.047199644848229	Conserved_gene_of_unknown_function	35.2	not assigned.unknown
PGSC0003DMG400001442	1.02432353297694	8.51492140872716	2.79708052882122e-05	0.00200814842633092	Heat_shock_protein	20.2.1	stress.abiotic.heat
PGSC0003DMG400001545	0.448257632910119	5.35180047751773	0.000216767227101501	0.00879523665881539	Ribonuclease_E	27.1.19	RNA.processing.ribonucleases
PGSC0003DMG400001545	0.448257632910119	5.35180047751773	0.000216767227101501	0.00879523665881539	Ribonuclease_E	35.2	not assigned.unknown
PGSC0003DMG400001646	0.540561424684726	5.69962538699874	0.000495925082214079	0.0157611013383508	Ubiquitin-protein_ligase_BRE1A	35.2	not assigned.unknown
PGSC0003DMG400001658	0.610570629591616	6.2591063087498	2.34119522660178e-06	0.000320161544056876	TRNA-dihydrouridine_synthase	29.1	protein.aa activation
PGSC0003DMG400001661	0.469226241925775	5.77130641735205	0.00104413495762197	0.0258246048944474	Aldo-keto_reductase	3.5	minor CHO metabolism.others
PGSC0003DMG400001690	0.662052873904447	5.04069031936687	2.74052166634175e-06	0.000362331002539059	Protein_synthesis_initiation_factor	29.2.1.2.2.537	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L37A
PGSC0003DMG400001718	0.567910597826677	6.91265528415589	1.79844411233068e-05	0.00145199258781179	ATP_binding_protein	29.6	protein.folding
PGSC0003DMG400001759	0.562516942738786	4.77256430045689	0.000557403346791535	0.0168584663748429	40S_ribosomal_protein_S23	29.2.1.2.1.23	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S23
PGSC0003DMG400001771	0.862961685119903	2.59682496734876	0.000535552065596016	0.016380921523544	Dead_box_ATP-dependent_RNA_helicase	27.1.2	RNA.processing.RNA helicase
PGSC0003DMG400001771	0.862961685119903	2.59682496734876	0.000535552065596016	0.016380921523544	Dead_box_ATP-dependent_RNA_helicase	28.1	DNA.synthesis/chromatin structure
PGSC0003DMG400001849	0.681887054200259	5.20864713658676	1.21371022755188e-05	0.00106337473021376	Protein_synthesis_initiation_factor	29.2.1.2.2.537	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L37A
PGSC0003DMG400001917	0.452373254025178	3.78331357677296	0.00118864967464801	0.0285253848569661	2-oxoglutarate_decarboxylase__hydro-lyase__magnesium_ion_binding___thiamin_pyrophosphate_binding	18.5.2.10	2-phytyl-1,4-naphthoquinone methyltransferase.PHYLLO
PGSC0003DMG400001917	0.452373254025178	3.78331357677296	0.00118864967464801	0.0285253848569661	2-oxoglutarate_decarboxylase__hydro-lyase__magnesium_ion_binding___thiamin_pyrophosphate_binding	35.2	not assigned.unknown
PGSC0003DMG400002069	0.68403493435977	4.2762115979339	5.28619273325763e-05	0.0031699985471874	Cysteine_string_protein	20.2.1	stress.abiotic.heat
PGSC0003DMG400002221	0.817520522528657	5.57924885265244	2.10246423824444e-11	6.79253633770822e-08	Deacetylase	27.3.55	RNA.regulation of transcription.HDA
PGSC0003DMG400002274	0.531250434584324	5.19473531059934	0.000126808427650281	0.00607919564971409	Ly200	29.2.1.2.2.32	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L32
PGSC0003DMG400002389	0.76692614315461	7.67418990802007	2.28146015628989e-08	1.13397344614362e-05	Chaperonin_21	29.6	protein.folding
PGSC0003DMG400002405	0.501072486572312	6.53921881703749	0.00102765174345982	0.0255282716901913	60S_ribosomal_protein_L10	29.2.1.2.2.10	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L10
PGSC0003DMG400002509	0.421161679440086	3.74051547521994	0.0025638840708681	0.0483341704563507	40S_ribosomal_protein_S15a-2	29.2.1.2.1.515	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S15A
PGSC0003DMG400002537	0.83854775978237	7.43335637864559	3.08226593337441e-09	2.48950766606234e-06	Rubisco_subunit_binding-protein_beta_subunit__rubb	29.6	protein.folding
PGSC0003DMG400002541	0.586138602158106	5.28878632179597	7.16701641257392e-06	0.000717979481392967	Ribosomal_protein_L37	35.2	not assigned.unknown
PGSC0003DMG400002541	0.586138602158106	5.28878632179597	7.16701641257392e-06	0.000717979481392967	Ribosomal_protein_L37	29.2.1.2.2.37	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L37
PGSC0003DMG400002585	0.709579784152227	3.53664598472706	7.36354573705766e-06	0.000731993088923048	Chaperonin-60kD__ch60	29.6	protein.folding
PGSC0003DMG400002597	0.588887689396614	6.751247380629	1.45526156372095e-06	0.000236328411599519	Ribosomal_protein_L28	29.2.1.2.2.28	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L28
